,Player No,Acceleration,Aggression,Agility,Balance,Ballcontrol,Composure,Crossing,Curve,Dribbling,Finishing,Freekickaccuracy,GKdiving,GKhandling,GKkicking,GKpositioning,GKreflexes,Headingaccuracy,ID,Interceptions,Jumping,Longpassing,Longshots,Marking,Penalties,Positioning,Reactions,Shortpassing,Shotpower,Slidingtackle,Sprintspeed,Stamina,Standingtackle,Strength,Vision,Volleys
95,95,68.0,72.0,49.0,55.0,71.0,74.0,58.0,62.0,55.0,45.0,77.0,10.0,11.0,5.0,14.0,5.0,85.0,212218,85.0,77.0,78.0,47.0,86.0,35.0,54.0,82.0,73.0,70.0,85.0,70.0,71.0,88.0,84.0,52.0,40.0
96,96,77.0,84.0,74.0,62.0,85.0,86.0,68.0,71.0,83.0,84.0,53.0,7.0,6.0,9.0,11.0,8.0,75.0,211117,67.0,69.0,76.0,79.0,60.0,68.0,86.0,85.0,83.0,77.0,57.0,76.0,89.0,63.0,71.0,83.0,76.0
97,97,94.0,73.0,89.0,85.0,84.0,78.0,72.0,74.0,86.0,83.0,64.0,10.0,10.0,15.0,7.0,14.0,53.0,208722,31.0,75.0,71.0,69.0,33.0,71.0,84.0,80.0,77.0,77.0,38.0,92.0,82.0,35.0,72.0,78.0,68.0
98,98,76.0,81.0,82.0,79.0,83.0,74.0,83.0,72.0,76.0,41.0,47.0,13.0,13.0,15.0,9.0,15.0,65.0,204963,82.0,76.0,71.0,36.0,85.0,45.0,61.0,81.0,81.0,64.0,86.0,86.0,84.0,85.0,75.0,57.0,34.0
99,99,76.0,48.0,81.0,75.0,87.0,81.0,83.0,78.0,88.0,78.0,75.0,11.0,13.0,5.0,13.0,8.0,65.0,202166,36.0,76.0,77.0,81.0,25.0,63.0,79.0,83.0,84.0,86.0,26.0,79.0,68.0,35.0,67.0,84.0,84.0
100,100,75.0,55.0,74.0,76.0,77.0,82.0,46.0,58.0,74.0,89.0,45.0,13.0,9.0,5.0,7.0,9.0,84.0,201399,22.0,92.0,54.0,70.0,17.0,78.0,89.0,83.0,73.0,81.0,21.0,80.0,70.0,21.0,74.0,64.0,81.0
101,101,78.0,54.0,62.0,56.0,84.0,79.0,73.0,76.0,83.0,82.0,44.0,4.0,5.0,4.0,4.0,5.0,79.0,201153,24.0,79.0,51.0,78.0,14.0,72.0,83.0,81.0,78.0,80.0,20.0,86.0,70.0,14.0,82.0,76.0,81.0
102,102,69.0,87.0,50.0,40.0,59.0,78.0,30.0,28.0,54.0,19.0,28.0,7.0,11.0,7.0,13.0,5.0,79.0,201024,86.0,77.0,48.0,15.0,85.0,33.0,24.0,80.0,59.0,55.0,85.0,76.0,73.0,87.0,93.0,34.0,14.0
103,103,45.0,41.0,50.0,31.0,22.0,20.0,19.0,12.0,20.0,13.0,15.0,83.0,81.0,83.0,82.0,86.0,14.0,200316,22.0,64.0,32.0,17.0,11.0,21.0,15.0,81.0,35.0,22.0,12.0,51.0,31.0,13.0,67.0,55.0,14.0
104,104,72.0,71.0,77.0,78.0,86.0,75.0,84.0,85.0,80.0,71.0,76.0,14.0,12.0,5.0,10.0,13.0,61.0,193747,64.0,61.0,85.0,81.0,63.0,59.0,80.0,84.0,86.0,84.0,51.0,69.0,81.0,66.0,75.0,89.0,56.0
105,105,78.0,86.0,68.0,60.0,65.0,75.0,27.0,30.0,54.0,10.0,10.0,8.0,6.0,8.0,15.0,12.0,80.0,192774,85.0,86.0,61.0,12.0,88.0,26.0,25.0,81.0,60.0,43.0,87.0,81.0,78.0,86.0,84.0,22.0,16.0
106,106,64.0,79.0,66.0,69.0,70.0,74.0,50.0,55.0,53.0,58.0,47.0,11.0,9.0,15.0,10.0,6.0,81.0,192227,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,77.0,66.0,85.0,69.0,74.0,83.0,81.0,55.0,51.0
107,107,76.0,86.0,84.0,82.0,86.0,84.0,74.0,80.0,81.0,71.0,65.0,9.0,12.0,15.0,9.0,8.0,60.0,191740,86.0,63.0,80.0,72.0,80.0,79.0,78.0,85.0,86.0,72.0,76.0,70.0,87.0,78.0,70.0,84.0,69.0
108,108,65.0,86.0,65.0,68.0,85.0,85.0,74.0,75.0,76.0,68.0,74.0,7.0,12.0,11.0,6.0,7.0,68.0,189712,84.0,53.0,83.0,78.0,72.0,77.0,78.0,84.0,86.0,85.0,75.0,68.0,82.0,83.0,83.0,84.0,63.0
109,109,84.0,56.0,84.0,82.0,87.0,78.0,78.0,81.0,84.0,81.0,57.0,5.0,11.0,12.0,15.0,9.0,55.0,189505,49.0,67.0,70.0,78.0,30.0,66.0,84.0,84.0,83.0,71.0,31.0,80.0,78.0,32.0,56.0,77.0,70.0
110,110,44.0,35.0,51.0,52.0,23.0,58.0,15.0,13.0,16.0,8.0,12.0,84.0,82.0,73.0,80.0,85.0,17.0,189117,18.0,74.0,24.0,14.0,14.0,20.0,10.0,80.0,37.0,22.0,16.0,52.0,36.0,13.0,74.0,50.0,13.0
111,111,42.0,79.0,53.0,59.0,83.0,86.0,60.0,72.0,75.0,66.0,77.0,13.0,10.0,9.0,11.0,8.0,61.0,184120,85.0,66.0,86.0,81.0,70.0,75.0,69.0,84.0,87.0,84.0,85.0,41.0,76.0,84.0,77.0,83.0,48.0
112,112,81.0,59.0,78.0,67.0,83.0,80.0,84.0,73.0,83.0,79.0,76.0,6.0,7.0,10.0,9.0,6.0,78.0,181458,42.0,82.0,72.0,80.0,26.0,76.0,84.0,80.0,78.0,83.0,45.0,87.0,86.0,45.0,75.0,78.0,80.0
113,113,67.0,51.0,57.0,36.0,80.0,79.0,63.0,65.0,76.0,87.0,54.0,9.0,11.0,13.0,15.0,15.0,84.0,180930,50.0,66.0,72.0,73.0,11.0,67.0,89.0,83.0,77.0,86.0,16.0,61.0,70.0,28.0,82.0,70.0,77.0
114,114,91.0,44.0,89.0,81.0,86.0,79.0,77.0,82.0,87.0,77.0,85.0,14.0,12.0,13.0,7.0,13.0,29.0,180403,55.0,46.0,77.0,81.0,43.0,70.0,80.0,83.0,82.0,71.0,51.0,86.0,87.0,58.0,62.0,83.0,59.0
115,115,60.0,82.0,59.0,52.0,81.0,84.0,72.0,68.0,78.0,69.0,68.0,11.0,9.0,5.0,15.0,8.0,76.0,179846,86.0,68.0,81.0,78.0,76.0,69.0,80.0,86.0,85.0,82.0,78.0,68.0,78.0,82.0,89.0,82.0,76.0
116,116,38.0,36.0,39.0,36.0,24.0,61.0,14.0,18.0,15.0,11.0,11.0,83.0,86.0,52.0,85.0,87.0,15.0,179783,23.0,72.0,26.0,9.0,12.0,21.0,11.0,84.0,25.0,24.0,10.0,47.0,32.0,12.0,79.0,42.0,11.0
117,117,59.0,20.0,62.0,58.0,14.0,39.0,24.0,23.0,15.0,14.0,22.0,86.0,83.0,76.0,82.0,85.0,13.0,178750,22.0,73.0,39.0,23.0,12.0,15.0,12.0,79.0,39.0,24.0,14.0,54.0,43.0,15.0,73.0,46.0,22.0
118,118,71.0,52.0,85.0,89.0,87.0,85.0,84.0,84.0,82.0,79.0,84.0,9.0,10.0,14.0,5.0,8.0,59.0,178088,39.0,72.0,77.0,70.0,25.0,81.0,83.0,84.0,86.0,75.0,21.0,63.0,75.0,28.0,43.0,87.0,71.0
119,119,72.0,82.0,59.0,51.0,65.0,78.0,45.0,34.0,64.0,45.0,27.0,7.0,4.0,8.0,7.0,11.0,80.0,177509,84.0,82.0,65.0,24.0,86.0,41.0,38.0,78.0,65.0,59.0,84.0,76.0,68.0,86.0,89.0,47.0,31.0
120,120,79.0,57.0,79.0,81.0,90.0,86.0,86.0,90.0,89.0,76.0,91.0,11.0,15.0,9.0,14.0,12.0,59.0,177388,37.0,48.0,84.0,83.0,29.0,76.0,79.0,76.0,86.0,78.0,39.0,72.0,73.0,36.0,76.0,87.0,79.0
121,121,73.0,75.0,85.0,75.0,82.0,87.0,55.0,83.0,74.0,87.0,71.0,10.0,13.0,6.0,9.0,5.0,90.0,167397,41.0,92.0,58.0,80.0,16.0,84.0,85.0,82.0,78.0,79.0,19.0,66.0,68.0,42.0,75.0,68.0,84.0
122,122,74.0,88.0,68.0,62.0,67.0,75.0,52.0,22.0,62.0,32.0,49.0,13.0,11.0,9.0,11.0,7.0,81.0,165229,86.0,82.0,69.0,47.0,83.0,51.0,39.0,82.0,76.0,54.0,84.0,76.0,75.0,87.0,76.0,56.0,35.0
123,123,62.0,84.0,62.0,51.0,63.0,75.0,28.0,48.0,58.0,56.0,27.0,5.0,12.0,9.0,5.0,12.0,86.0,164468,83.0,82.0,61.0,66.0,84.0,53.0,45.0,85.0,65.0,63.0,84.0,63.0,69.0,85.0,80.0,56.0,47.0
124,124,79.0,78.0,85.0,87.0,86.0,82.0,86.0,80.0,84.0,55.0,74.0,5.0,11.0,9.0,6.0,7.0,72.0,146530,81.0,80.0,77.0,78.0,73.0,70.0,74.0,79.0,83.0,86.0,83.0,84.0,76.0,79.0,55.0,78.0,68.0
125,125,94.0,56.0,92.0,94.0,87.0,84.0,82.0,78.0,89.0,78.0,71.0,8.0,11.0,12.0,9.0,6.0,36.0,143076,40.0,70.0,72.0,78.0,24.0,71.0,81.0,83.0,82.0,76.0,34.0,86.0,78.0,30.0,48.0,85.0,72.0
126,126,69.0,82.0,53.0,57.0,80.0,87.0,54.0,61.0,79.0,85.0,54.0,14.0,10.0,9.0,15.0,9.0,94.0,106231,23.0,94.0,52.0,80.0,46.0,75.0,86.0,85.0,71.0,83.0,49.0,70.0,64.0,44.0,83.0,73.0,84.0
127,127,89.0,62.0,78.0,76.0,87.0,80.0,70.0,75.0,86.0,87.0,58.0,13.0,5.0,7.0,11.0,6.0,76.0,231747,49.0,71.0,68.0,68.0,41.0,70.0,79.0,79.0,78.0,79.0,40.0,90.0,83.0,44.0,74.0,77.0,74.0
128,128,93.0,54.0,90.0,85.0,85.0,73.0,77.0,78.0,92.0,77.0,65.0,6.0,6.0,14.0,10.0,13.0,43.0,231443,36.0,59.0,68.0,65.0,29.0,75.0,78.0,82.0,74.0,82.0,33.0,89.0,74.0,30.0,47.0,84.0,76.0
129,129,82.0,77.0,90.0,90.0,88.0,79.0,62.0,63.0,90.0,74.0,47.0,7.0,14.0,15.0,14.0,9.0,42.0,220971,79.0,56.0,78.0,66.0,55.0,58.0,74.0,84.0,88.0,76.0,61.0,66.0,88.0,63.0,59.0,81.0,59.0
130,130,68.0,89.0,57.0,50.0,56.0,73.0,47.0,36.0,47.0,37.0,44.0,9.0,11.0,7.0,10.0,15.0,79.0,216460,85.0,90.0,58.0,48.0,85.0,38.0,24.0,76.0,68.0,72.0,87.0,72.0,68.0,86.0,84.0,27.0,30.0
131,131,54.0,26.0,58.0,50.0,15.0,30.0,12.0,19.0,15.0,15.0,20.0,85.0,79.0,75.0,82.0,86.0,12.0,215316,21.0,68.0,23.0,17.0,16.0,24.0,12.0,77.0,32.0,24.0,17.0,48.0,42.0,13.0,73.0,58.0,16.0
132,132,86.0,63.0,85.0,84.0,86.0,79.0,82.0,81.0,88.0,78.0,81.0,11.0,15.0,13.0,7.0,14.0,54.0,213565,66.0,72.0,71.0,76.0,63.0,68.0,76.0,76.0,82.0,82.0,63.0,84.0,79.0,59.0,69.0,82.0,75.0
133,133,71.0,61.0,81.0,70.0,85.0,85.0,77.0,74.0,84.0,66.0,67.0,6.0,15.0,8.0,8.0,8.0,55.0,212814,78.0,63.0,78.0,73.0,67.0,66.0,80.0,82.0,83.0,77.0,61.0,75.0,84.0,75.0,69.0,82.0,69.0
134,134,51.0,81.0,33.0,32.0,63.0,72.0,30.0,28.0,42.0,20.0,30.0,15.0,7.0,14.0,7.0,15.0,85.0,212190,82.0,38.0,61.0,62.0,81.0,32.0,26.0,80.0,76.0,77.0,82.0,76.0,65.0,86.0,94.0,30.0,29.0
135,135,64.0,35.0,60.0,40.0,30.0,58.0,20.0,12.0,21.0,14.0,20.0,81.0,76.0,82.0,78.0,87.0,14.0,210257,25.0,58.0,30.0,18.0,9.0,17.0,16.0,86.0,15.0,42.0,8.0,63.0,38.0,15.0,68.0,60.0,18.0
136,136,73.0,83.0,71.0,69.0,80.0,80.0,79.0,71.0,75.0,66.0,45.0,13.0,12.0,6.0,8.0,8.0,75.0,209499,83.0,77.0,74.0,53.0,79.0,91.0,68.0,79.0,82.0,75.0,85.0,75.0,89.0,88.0,80.0,72.0,30.0
137,137,93.0,63.0,86.0,84.0,87.0,75.0,73.0,70.0,87.0,79.0,60.0,14.0,14.0,9.0,11.0,14.0,59.0,209331,55.0,70.0,65.0,62.0,37.0,61.0,83.0,82.0,79.0,71.0,41.0,93.0,77.0,43.0,61.0,78.0,71.0
138,138,80.0,83.0,79.0,75.0,78.0,78.0,42.0,64.0,78.0,88.0,56.0,13.0,7.0,12.0,14.0,7.0,84.0,208596,31.0,83.0,42.0,67.0,15.0,77.0,85.0,78.0,68.0,81.0,32.0,83.0,84.0,23.0,85.0,61.0,80.0
139,139,78.0,62.0,85.0,83.0,85.0,79.0,86.0,81.0,82.0,72.0,77.0,13.0,7.0,9.0,15.0,11.0,45.0,208448,43.0,53.0,70.0,80.0,23.0,64.0,77.0,80.0,86.0,75.0,17.0,72.0,76.0,26.0,63.0,86.0,67.0
140,140,69.0,80.0,66.0,68.0,76.0,79.0,72.0,49.0,65.0,33.0,32.0,6.0,6.0,12.0,10.0,13.0,80.0,207865,84.0,85.0,78.0,35.0,85.0,31.0,46.0,81.0,80.0,53.0,86.0,72.0,75.0,85.0,74.0,51.0,31.0
141,141,52.0,75.0,45.0,50.0,78.0,89.0,66.0,77.0,79.0,56.0,50.0,6.0,6.0,5.0,14.0,14.0,73.0,207566,84.0,68.0,86.0,58.0,77.0,60.0,62.0,74.0,84.0,59.0,71.0,53.0,84.0,85.0,88.0,78.0,50.0
142,142,72.0,80.0,68.0,66.0,75.0,74.0,69.0,72.0,69.0,51.0,63.0,15.0,10.0,14.0,12.0,15.0,72.0,205600,86.0,87.0,73.0,74.0,80.0,61.0,58.0,77.0,79.0,83.0,83.0,75.0,79.0,85.0,78.0,58.0,70.0
143,143,85.0,40.0,92.0,85.0,88.0,82.0,81.0,79.0,88.0,74.0,75.0,15.0,9.0,13.0,11.0,6.0,45.0,204485,38.0,62.0,74.0,72.0,25.0,72.0,79.0,75.0,78.0,76.0,19.0,80.0,75.0,23.0,51.0,79.0,71.0
144,144,69.0,78.0,57.0,51.0,73.0,82.0,53.0,60.0,70.0,52.0,70.0,13.0,10.0,13.0,11.0,11.0,80.0,203376,83.0,79.0,76.0,64.0,83.0,62.0,41.0,79.0,76.0,81.0,83.0,76.0,76.0,85.0,92.0,59.0,45.0
145,145,77.0,66.0,82.0,81.0,85.0,78.0,72.0,80.0,87.0,83.0,67.0,8.0,11.0,9.0,6.0,10.0,72.0,201942,37.0,81.0,75.0,80.0,30.0,72.0,84.0,82.0,83.0,79.0,42.0,77.0,86.0,59.0,76.0,83.0,79.0
146,146,67.0,88.0,58.0,60.0,77.0,84.0,50.0,48.0,76.0,56.0,53.0,9.0,7.0,13.0,14.0,15.0,76.0,200888,85.0,67.0,79.0,64.0,80.0,52.0,69.0,76.0,82.0,77.0,78.0,68.0,87.0,85.0,89.0,69.0,55.0
147,147,81.0,61.0,75.0,63.0,85.0,70.0,80.0,76.0,86.0,79.0,62.0,11.0,16.0,8.0,14.0,16.0,65.0,199715,25.0,70.0,82.0,73.0,25.0,74.0,80.0,80.0,81.0,77.0,23.0,79.0,81.0,21.0,81.0,78.0,75.0
148,148,60.0,35.0,65.0,62.0,21.0,55.0,19.0,15.0,15.0,18.0,14.0,86.0,81.0,71.0,79.0,85.0,16.0,199482,25.0,85.0,31.0,18.0,13.0,16.0,9.0,85.0,32.0,20.0,13.0,64.0,33.0,15.0,65.0,38.0,13.0
149,149,68.0,74.0,61.0,60.0,71.0,82.0,49.0,45.0,61.0,25.0,16.0,8.0,10.0,7.0,14.0,13.0,78.0,198176,85.0,71.0,71.0,60.0,87.0,41.0,32.0,78.0,71.0,65.0,82.0,68.0,69.0,86.0,80.0,50.0,27.0
150,150,57.0,25.0,70.0,30.0,23.0,58.0,11.0,15.0,19.0,11.0,13.0,80.0,85.0,71.0,78.0,90.0,12.0,198009,19.0,75.0,31.0,17.0,14.0,21.0,12.0,79.0,33.0,23.0,19.0,56.0,30.0,12.0,52.0,44.0,19.0
151,151,60.0,81.0,58.0,49.0,71.0,75.0,54.0,63.0,65.0,36.0,22.0,11.0,15.0,10.0,7.0,10.0,85.0,197061,85.0,67.0,74.0,48.0,83.0,42.0,51.0,81.0,77.0,66.0,79.0,73.0,73.0,85.0,81.0,72.0,50.0
152,152,78.0,84.0,75.0,82.0,79.0,80.0,60.0,33.0,75.0,50.0,43.0,8.0,6.0,8.0,12.0,13.0,69.0,193474,87.0,85.0,74.0,67.0,80.0,54.0,67.0,79.0,82.0,80.0,85.0,75.0,88.0,87.0,76.0,72.0,32.0
153,153,84.0,63.0,88.0,77.0,84.0,73.0,67.0,83.0,85.0,86.0,76.0,12.0,16.0,9.0,12.0,13.0,78.0,192629,36.0,68.0,64.0,80.0,20.0,80.0,85.0,86.0,80.0,79.0,18.0,79.0,70.0,21.0,59.0,68.0,86.0
154,154,62.0,90.0,69.0,62.0,64.0,84.0,52.0,50.0,41.0,53.0,39.0,12.0,5.0,8.0,11.0,12.0,83.0,192366,85.0,86.0,66.0,56.0,81.0,44.0,49.0,78.0,71.0,69.0,84.0,64.0,76.0,83.0,80.0,45.0,56.0
155,155,62.0,83.0,56.0,53.0,78.0,84.0,68.0,68.0,72.0,64.0,67.0,7.0,15.0,12.0,14.0,9.0,77.0,191202,85.0,71.0,78.0,75.0,75.0,69.0,68.0,82.0,83.0,78.0,75.0,66.0,89.0,83.0,89.0,75.0,74.0
156,156,69.0,65.0,79.0,58.0,87.0,79.0,77.0,83.0,88.0,73.0,69.0,14.0,9.0,6.0,10.0,12.0,63.0,191180,69.0,49.0,83.0,76.0,49.0,75.0,78.0,83.0,87.0,78.0,51.0,72.0,67.0,59.0,64.0,86.0,78.0
157,157,55.0,58.1,69.0,72.0,83.0,74.0,84.0,87.0,78.3,75.0,90.0,5.0,9.0,12.0,14.0,8.0,63.0,189513,68.0,55.0,87.0,80.0,59.0,83.0,79.0,79.0,90.0,80.0,51.0,50.0,76.0,61.0,72.0,85.0,72.0
158,158,76.0,30.0,92.0,88.0,85.0,81.0,60.0,74.0,87.0,76.0,63.0,11.0,9.0,8.0,9.0,13.0,42.0,189358,56.0,66.0,73.0,55.0,30.0,78.0,80.0,81.0,84.0,56.0,27.0,65.0,80.0,24.0,39.0,82.0,75.0
159,159,78.0,68.0,81.0,77.0,85.0,82.0,82.0,78.0,83.0,70.0,78.0,10.0,14.0,7.0,15.0,14.0,60.0,189125,72.0,69.0,80.0,86.0,60.0,68.0,78.0,82.0,84.0,84.0,68.0,78.0,87.0,72.0,69.0,82.0,78.0
160,160,54.0,72.0,38.0,35.0,73.0,78.0,38.0,62.0,64.0,87.0,32.0,6.0,12.0,15.0,11.0,8.0,93.0,189068,39.0,55.0,37.0,74.0,29.0,81.0,88.0,85.0,74.0,83.0,26.0,64.0,84.0,48.0,89.0,68.0,85.0
161,161,86.0,78.0,70.0,72.0,76.0,75.0,78.0,76.0,77.0,51.0,71.0,12.0,6.0,16.0,15.0,8.0,73.0,188377,78.0,83.0,67.0,68.0,79.0,63.0,66.0,81.0,75.0,86.0,83.0,93.0,90.0,84.0,77.0,69.0,57.0
162,162,75.0,31.0,86.0,80.0,84.0,83.0,70.0,77.0,81.0,75.0,77.0,12.0,10.0,15.0,12.0,12.0,54.0,188152,34.0,66.0,78.0,77.0,37.0,68.0,81.0,81.0,83.0,76.0,47.0,74.0,76.0,50.0,36.0,83.0,63.0
163,163,52.0,87.0,43.0,31.0,82.0,85.0,59.0,73.0,72.0,64.0,42.0,7.0,16.0,16.0,16.0,13.0,79.0,187936,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0
164,164,72.0,81.0,72.0,59.0,73.0,76.0,55.0,53.0,43.0,48.0,45.0,5.0,11.0,12.0,6.0,12.0,81.0,186547,85.0,83.0,70.0,53.0,85.0,57.0,50.0,81.0,78.0,57.0,86.0,69.0,70.0,84.0,81.0,64.0,36.0
165,165,72.0,73.0,64.0,61.0,72.0,78.0,49.0,44.0,64.0,28.0,33.0,11.0,8.0,11.0,12.0,15.0,83.0,185239,84.0,82.0,69.0,36.0,86.0,48.0,35.0,81.0,74.0,63.0,82.0,79.0,68.0,85.0,78.0,59.0,55.0
166,166,90.0,54.0,85.0,81.0,84.0,79.0,77.0,65.0,82.0,76.0,65.0,8.0,5.0,14.0,11.0,11.0,65.0,185020,40.0,73.0,51.0,80.0,24.0,62.0,88.0,80.0,75.0,78.0,32.0,90.0,92.0,32.0,55.0,78.0,84.0
167,167,64.0,79.0,73.0,67.0,85.0,82.0,78.0,79.0,82.0,71.0,75.0,15.0,6.0,8.0,10.0,7.0,61.0,184826,84.0,56.0,84.0,80.0,80.0,85.0,75.0,77.0,83.0,83.0,73.0,65.0,89.0,78.0,62.0,85.0,75.0
168,168,88.0,75.0,92.0,93.0,87.0,88.0,73.0,86.0,86.0,83.0,89.0,6.0,3.0,6.0,3.0,3.0,34.0,184431,26.0,34.0,75.0,81.0,23.0,77.0,84.0,82.0,79.0,79.0,28.0,81.0,77.0,29.0,42.0,82.0,75.0
169,169,84.0,57.0,87.0,81.0,84.0,80.0,82.0,88.0,85.0,73.0,72.0,8.0,11.0,9.0,7.0,5.0,54.0,184144,40.0,68.0,78.0,74.0,30.0,71.0,79.0,84.0,81.0,72.0,43.0,79.0,69.0,42.0,46.0,82.0,81.0
170,170,68.0,88.0,67.0,53.0,77.0,80.0,72.0,64.0,74.0,84.0,49.0,10.0,8.0,5.0,8.0,15.0,90.0,181783,66.0,85.0,65.0,58.0,56.0,76.0,89.0,86.0,75.0,78.0,64.0,76.0,87.0,64.0,87.0,74.0,86.0
171,171,74.0,74.0,83.0,76.0,86.0,80.0,74.0,77.0,85.0,79.0,66.0,6.0,15.0,14.0,8.0,11.0,67.0,180819,68.0,73.0,77.0,72.0,60.0,70.0,77.0,78.0,86.0,72.0,62.0,72.0,90.0,67.0,67.0,83.0,72.0
172,172,62.0,79.0,63.0,61.0,68.0,82.0,58.0,38.0,60.0,48.0,52.0,14.0,6.0,9.0,10.0,7.0,84.0,179784,83.0,82.0,64.0,31.0,84.0,56.0,51.0,82.0,73.0,62.0,83.0,65.0,68.0,83.0,81.0,57.0,38.0
173,173,71.0,69.0,84.0,86.0,85.0,82.0,80.0,83.0,83.0,65.0,81.0,13.0,8.0,7.0,7.0,10.0,45.0,178562,70.0,58.0,85.0,77.0,57.0,67.0,75.0,78.0,88.0,74.0,61.0,67.0,66.0,69.0,67.0,85.0,65.0
174,174,53.0,39.0,61.0,54.0,23.0,53.0,12.0,10.0,20.0,12.0,16.0,85.0,81.0,80.0,79.0,82.0,11.0,178005,22.0,79.0,30.0,11.0,13.0,32.0,13.0,80.0,31.0,38.0,11.0,57.0,45.0,13.0,77.0,63.0,17.0
175,175,48.0,38.0,55.0,58.0,25.0,57.0,13.0,12.0,15.0,13.0,13.0,81.0,82.0,83.0,80.0,83.0,10.0,177683,21.0,69.0,31.0,12.0,11.0,24.0,15.0,80.0,40.0,23.0,12.0,54.0,45.0,19.0,68.0,58.0,8.0
176,176,67.0,83.0,73.0,71.0,84.0,83.0,65.0,68.0,74.0,61.0,61.0,6.0,11.0,12.0,14.0,7.0,71.0,177358,84.0,70.0,80.0,56.0,76.0,56.0,65.0,81.0,86.0,71.0,80.0,68.0,89.0,82.0,77.0,73.0,56.0
177,177,66.0,61.0,77.0,69.0,88.0,87.0,70.0,85.0,84.0,87.0,77.0,12.0,11.0,7.0,8.0,5.0,79.0,176769,34.0,69.0,70.0,84.0,23.0,84.0,86.0,85.0,74.0,83.0,25.0,65.0,71.0,36.0,63.0,83.0,85.0
178,178,88.0,66.0,82.0,77.0,80.0,85.0,70.0,76.0,76.0,86.0,70.0,6.0,10.0,8.0,8.0,6.0,67.0,176600,38.0,84.0,72.0,76.0,23.0,85.0,86.0,85.0,79.0,84.0,39.0,86.0,76.0,33.0,64.0,76.0,78.0
179,179,73.0,83.0,66.0,66.0,76.0,82.0,86.0,80.0,74.0,65.0,47.0,14.0,11.0,14.0,6.0,12.0,74.0,173771,81.0,76.0,69.0,68.0,79.0,65.0,73.0,82.0,78.0,77.0,83.0,84.0,79.0,84.0,79.0,72.0,67.0
180,180,39.0,74.0,57.0,38.0,73.0,79.0,62.0,55.0,62.0,58.0,74.0,14.0,6.0,13.0,13.0,14.0,85.0,170481,84.0,79.0,72.0,68.0,84.0,69.0,49.0,77.0,69.0,80.0,82.0,46.0,74.0,85.0,85.0,63.0,49.0
181,181,88.0,83.0,75.0,83.0,81.0,82.0,85.0,69.0,82.0,58.0,66.0,16.0,11.0,10.0,7.0,7.0,64.0,167905,80.0,70.0,69.0,62.0,78.0,55.0,75.0,86.0,77.0,85.0,77.0,87.0,90.0,83.0,85.0,71.0,70.1
182,182,62.0,33.0,62.0,47.0,40.0,52.0,18.0,13.0,12.0,12.0,15.0,83.0,82.0,82.0,80.0,86.0,16.0,163587,20.0,60.0,46.0,14.0,14.0,26.0,14.0,80.0,44.0,36.0,13.0,60.0,35.0,14.0,62.0,59.0,15.0
183,183,75.0,74.0,82.0,74.0,86.0,89.0,65.0,65.0,87.1,66.0,55.0,16.0,14.0,11.0,16.0,14.0,69.0,162240,80.0,77.0,80.1,72.0,70.0,67.0,71.0,80.0,86.0,85.0,71.4,77.0,77.0,80.0,92.0,79.0,73.0
184,184,73.0,52.0,80.0,82.0,88.0,80.0,78.0,78.0,86.0,67.0,76.0,5.0,4.0,10.0,8.0,7.0,60.0,161956,70.0,67.0,86.0,70.0,58.0,72.0,76.0,84.0,89.0,72.0,62.0,67.0,74.0,66.0,66.0,86.0,70.0
185,185,67.0,81.0,64.0,72.0,74.0,80.0,69.0,59.0,62.0,64.0,51.0,6.0,7.0,12.0,11.0,14.0,80.0,159147,82.0,84.0,77.0,67.0,88.0,68.0,58.0,76.0,74.0,73.0,84.0,69.0,79.0,88.0,79.0,63.0,44.0
186,186,70.0,83.0,76.0,78.0,85.0,80.0,74.0,71.0,77.0,50.0,76.0,14.0,12.0,7.0,12.0,7.0,54.0,158963,84.0,62.0,84.0,75.0,70.0,72.0,55.0,82.0,86.0,77.0,78.0,68.0,82.0,80.0,70.0,80.0,78.0
187,187,76.0,78.0,75.0,62.0,79.0,74.0,83.0,80.0,77.0,54.0,59.0,11.0,14.0,10.0,15.0,7.0,59.0,146760,78.0,68.0,66.0,53.0,83.0,66.0,68.0,82.0,77.0,68.0,81.0,87.0,85.0,84.0,74.0,72.0,49.0
188,188,34.0,36.0,48.0,47.0,23.0,62.0,11.0,10.0,11.0,12.0,11.0,77.0,84.0,76.0,83.0,80.0,10.0,146748,16.0,68.0,23.0,11.0,14.0,21.0,11.0,79.0,28.0,22.0,14.0,52.0,42.0,13.0,66.0,53.0,14.0
189,189,68.0,64.0,79.0,91.0,87.0,88.0,85.0,86.0,85.0,75.0,78.0,6.0,9.0,5.0,7.0,15.0,58.0,146562,65.0,70.0,83.0,78.0,58.0,80.0,79.0,82.0,86.0,77.0,52.0,63.0,68.0,64.0,59.0,86.0,72.0
190,190,67.0,88.0,72.0,78.0,80.0,86.0,63.0,63.0,58.0,42.0,50.0,6.0,10.0,8.0,5.0,5.0,68.0,142754,88.0,75.0,75.0,55.0,81.0,60.0,51.0,83.0,79.0,76.0,82.0,64.0,76.0,83.0,74.0,68.0,51.0
